"","country","year","threshold","personRate","householdRate","personRateNoBen","householdRateNoBen"
"681","HU",2006,68,21.01326657854,20.4303059204923,22.4209195035687,21.6822175790968
"691","HU",2006,69,21.9089572020171,21.3347792869248,23.2534482677876,22.5442256821409
"701","HU",2006,70,22.6411664473358,22.2691988001595,23.919771991234,23.3358170350795
"711","HU",2006,71,23.4520538018263,23.0952767761464,24.7906785173515,24.2169843731505
"721","HU",2006,72,24.2244278275007,24.0195655157915,25.5343986263867,25.0817745021027
"731","HU",2006,73,24.9863262277371,24.753285480738,26.3553549055629,25.7994322042595
"741","HU",2006,74,26.1569712082981,25.570597450562,27.4659190931707,26.6370582123174
"751","HU",2006,75,26.9326358127865,26.5257509304696,28.3376883178536,27.5879599167807
"761","HU",2006,76,27.8971204847281,27.4611415282193,29.1849322547465,28.5742143466976
"771","HU",2006,77,28.6861938897772,28.6668610585399,29.9021182207606,29.744371187345
"781","HU",2006,78,29.6504813734753,29.5571355946305,30.8229256967585,30.6519940170696
"791","HU",2006,79,30.3971469818984,30.608846369968,31.5038783230224,31.6082498091294
"801","HU",2006,80,31.6511532924151,31.4471810072666,32.5166001690396,32.4182392767992
"302","HU",2007,30,1.142513322256,1.29556415462366,2.49924018957178,2.57874061212021
"312","HU",2007,31,1.32097325738433,1.43692037650201,2.68080591915124,2.79046000348535
"322","HU",2007,32,1.51243562563148,1.67396630966303,2.88875857698414,2.95766766958022
"332","HU",2007,33,1.60956564971618,1.90271878457795,2.96414803991094,3.21011948878703
"342","HU",2007,34,1.79533406146959,2.03738250059314,3.21588993458852,3.30788256463123
"352","HU",2007,35,2.01306011215862,2.23747530334111,3.37726800023565,3.56959891156234
"362","HU",2007,36,2.16206429832585,2.46386571736314,3.67780291170695,3.74633355659183
"372","HU",2007,37,2.44032869164958,2.64965492914867,3.89549198865251,4.03400632822358
"382","HU",2007,38,2.5943243331847,2.92509747437951,4.08399645742239,4.26556703108892
"392","HU",2007,39,2.82743146115551,3.04708479693625,4.27333899771083,4.46518742165831
"402","HU",2007,40,2.98455754630407,3.30079638195259,4.43543188906497,4.65449347966213
"412","HU",2007,41,3.18184944143766,3.47472279903166,4.72588529315126,4.8408863292314
"422","HU",2007,42,3.59500637550583,3.68943413419445,5.14144552054471,5.07084607971378
"432","HU",2007,43,3.92491076387015,4.04723386922371,5.49161152032829,5.45208270782462
"442","HU",2007,44,4.21061920421165,4.41952091106263,5.84607879893506,5.78166893774447
"452","HU",2007,45,4.6022081212581,4.7418109973356,6.2695760565925,6.16190825125609
"462","HU",2007,46,4.96549979997205,5.07286695403325,6.67446319670549,6.54112400504746
"472","HU",2007,47,5.46227901717874,5.5043104986783,7.06776523053252,6.93608683145803
"482","HU",2007,48,5.91015429636132,5.96257655701805,7.41365460065522,7.34648178903542
"492","HU",2007,49,6.35040065980878,6.37743318517088,7.94774032501892,7.74110342887257
"502","HU",2007,50,6.71510966535558,6.80835182739529,8.30621309250116,8.19490781663689
"512","HU",2007,51,7.21175331216956,7.20313093795863,8.78038902786908,8.66808110372282
"522","HU",2007,52,7.80211307408823,7.73412222667806,9.38950680230608,9.16592480457883
"532","HU",2007,53,8.28219248382953,8.16228513119411,9.96166315785841,9.62524066775986
"542","HU",2007,54,8.79520317441772,8.61895023715091,10.4663177824233,10.1944186075809
"552","HU",2007,55,9.13516442100473,9.32699111235221,10.7811368834536,10.8647189987381
"562","HU",2007,56,9.61064676197512,9.73339681153274,11.4388997797104,11.2477927853212
"572","HU",2007,57,10.0459016700547,10.0820894895639,11.9574072334939,11.6228093197475
"582","HU",2007,58,10.5254634473875,10.5981735495371,12.5362435120324,12.2620092424818
"592","HU",2007,59,11.0643557584017,11.1039695220658,13.0584113664189,12.775547525715
"602","HU",2007,60,11.7120987701793,11.6297380316999,13.7364974970008,13.4127790643719
"612","HU",2007,61,12.3810893598686,12.261353114456,14.3888006038059,13.9823769261294
"622","HU",2007,62,13.1380528098443,12.8972199068193,15.0826375491042,14.6736734141123
"632","HU",2007,63,14.0027454236981,13.6237373472272,15.8215208385251,15.3983012058058
"642","HU",2007,64,14.7102626540788,14.3211751935315,16.5177487525675,16.0112822526292
"652","HU",2007,65,15.4926270658155,15.1476602999502,17.2366538959357,16.7692675931544
"662","HU",2007,66,16.2099300136335,16.0278691691215,17.9651105896992,17.6013166652319
"672","HU",2007,67,16.9124804378086,16.8955591155604,18.6356171028706,18.4315023337162
"682","HU",2007,68,17.8184727231137,17.5967500141724,19.5389842523897,19.1558414290783
"692","HU",2007,69,18.7206936865854,18.4004018652932,20.4139802160893,19.8873191973612
"702","HU",2007,70,19.3593411574704,19.3855912185925,21.0640525737053,20.8430877699836
"712","HU",2007,71,20.3591111807861,20.3617784953777,21.8171091314547,21.8193275370109
"722","HU",2007,72,21.2147945258154,21.1613623527386,22.6685158468232,22.5862099735659
"732","HU",2007,73,22.2070588792075,22.1123543133332,23.5990463732085,23.4020658059667
"742","HU",2007,74,23.1845583843756,23.167775610514,24.5200376737797,24.3132176728346
"752","HU",2007,75,24.1307781025716,24.0962755023841,25.3714936874728,25.3059918661121
"762","HU",2007,76,25.1449185875143,25.2282800627363,26.6948209398578,26.390204061065
"772","HU",2007,77,26.0047429918118,26.1905049351326,27.6480163709876,27.2893881527424
"782","HU",2007,78,26.9641500118439,27.2971304634468,28.4642857054824,28.4356963040571
"792","HU",2007,79,27.8987969483351,28.111647794675,29.2944078691958,29.4190484988841
"802","HU",2007,80,28.8541491811672,29.0738201768291,30.1192304630123,30.2869221611702
"303","HU",2008,30,1.13949512452789,1.38040023037338,2.26537457678257,2.4709411215167
"313","HU",2008,31,1.31424178579058,1.44156851570832,2.39185636392984,2.58888787540491
"323","HU",2008,32,1.4287305569481,1.64602357515616,2.66330357934795,2.8045409105952
"333","HU",2008,33,1.60341621609487,1.83333994872589,2.95301482827233,3.07542152098477
"343","HU",2008,34,1.75632411985842,2.05028101398985,3.20652742161015,3.3772674257983
"353","HU",2008,35,1.91319716115673,2.18549788539634,3.36497431749918,3.60246239806491
"363","HU",2008,36,2.05107414355774,2.31616722205297,3.54057500838474,3.742016513597
"373","HU",2008,37,2.15610758674775,2.49741145384686,3.76713686690937,3.93527359730239
"383","HU",2008,38,2.36428340753427,2.62495271746745,3.92998811556778,4.16225603987531
"393","HU",2008,39,2.53784662774813,2.8012025469349,4.13139270148724,4.29673689409685
"403","HU",2008,40,2.7668729717559,2.99753513102026,4.37972011497191,4.5206438362898
"413","HU",2008,41,2.96164052746334,3.2687048910182,4.65913420672909,4.82107027938949
"423","HU",2008,42,3.21438449414056,3.47710289967113,4.93625461892771,5.06503368987232
"433","HU",2008,43,3.52354321762005,3.73331573901777,5.2821854178834,5.36609100484483
"443","HU",2008,44,3.7472867783892,4.0784815124312,5.50689281208408,5.71354368879721
"453","HU",2008,45,4.00244642885683,4.28172740078948,5.84880967181228,5.88511455187462
"463","HU",2008,46,4.50222456416123,4.60570639380757,6.23891820311679,6.29575956842055
"473","HU",2008,47,4.87930304350537,5.03979881495976,6.71162359937617,6.63974245707245
"483","HU",2008,48,5.24197282306934,5.41784878474363,7.09561971866556,7.04355302832956
"493","HU",2008,49,5.70672354341283,5.80013085334095,7.49694043887606,7.45419804487549
"503","HU",2008,50,6.09688087641008,6.177549951252,7.85077711205491,7.79552601439597
"513","HU",2008,51,6.53552269114006,6.59358366504489,8.32099362198477,8.20138691923973
"523","HU",2008,52,6.95985340947536,6.9706610406915,8.64177934875849,8.55885469417303
"533","HU",2008,53,7.49435394916108,7.34158741557817,9.18056223698175,8.914508712472
"543","HU",2008,54,8.0679080434584,7.8845052347908,9.79346269604708,9.44055070908684
"553","HU",2008,55,8.4708148186828,8.4980018447745,10.1062449452122,10.0611709139677
"563","HU",2008,56,9.07547999209901,9.03219260307986,10.7884194071156,10.6088465585545
"573","HU",2008,57,9.65872122240432,9.53394603259137,11.3906932975877,11.0341593461434
"583","HU",2008,58,10.2738543589123,10.1320914270033,12.0847265708258,11.7284075558473
"593","HU",2008,59,10.9410711019922,10.885878169704,12.7142196054212,12.5246730046508
"603","HU",2008,60,11.8626178667633,11.587171115321,13.5197525461368,13.198207587864
"613","HU",2008,61,12.393336275262,12.4200271327478,14.0138940859303,13.956831014923
"623","HU",2008,62,13.0471081519934,13.1766002262201,14.6001244199156,14.6661150042623
"633","HU",2008,63,13.8518846664715,13.8292108923183,15.3799998706755,15.27180457482
"643","HU",2008,64,14.7827769554015,14.5546084007424,16.2698499360149,15.8884555441677
"653","HU",2008,65,15.7442557052534,15.1322241729598,17.1365191973049,16.5273447470322
"663","HU",2008,66,16.3706620327833,16.1066846395054,17.743502451126,17.4713130730584
"673","HU",2008,67,17.0519214629479,16.841019499461,18.4896437317825,18.1665601632276
"683","HU",2008,68,17.8934456520559,17.491159250724,19.2337231409209,18.8219571800974
"693","HU",2008,69,18.7855039939915,18.231960547376,20.162638961295,19.5500096076529
"703","HU",2008,70,19.6146935552607,19.1003819666327,21.0235740236886,20.2781671805206
"713","HU",2008,71,20.8375419709808,20.0737646937288,22.1500756975256,21.2950012078568
"723","HU",2008,72,21.6109511974532,20.9430272754826,22.9284382958107,22.1421044150779
"733","HU",2008,73,22.5646216764675,22.000368534319,23.9062290114595,23.1709512943257
"743","HU",2008,74,23.40033846414,22.8729957660611,24.6825541390729,24.0932859723799
"753","HU",2008,75,24.2620787544637,23.82521799909,25.6291605730636,25.0206676254167
"763","HU",2008,76,25.0681729146457,24.6983972437208,26.4282882916077,25.8901930704508
"773","HU",2008,77,26.0859200162217,25.6390009197586,27.3779082301249,26.8691222127621
"783","HU",2008,78,27.0646135631861,26.5376516162543,28.340460617217,27.713754505148
"793","HU",2008,79,28.1328948175896,27.558744028732,29.3883427640571,28.7073251321742
"803","HU",2008,80,29.2631176204978,28.614140099294,30.4884793233938,29.731598190344
"304","HU",2009,30,0.705077492366178,0.853602299562348,1.77127133066762,1.88182360323869
"314","HU",2009,31,0.803119276444148,0.961035865817475,1.94974093958581,2.02416518673685
"324","HU",2009,32,0.975492209957911,1.0825957359607,2.09185987594412,2.20683381653009
"334","HU",2009,33,1.08746580278185,1.23964235460495,2.29547676182752,2.36927315826011
"344","HU",2009,34,1.19884783700218,1.35912405341269,2.51453453452728,2.58961193175496
"354","HU",2009,35,1.41246085602393,1.54921096569465,2.80940838948412,2.80418969863622
"364","HU",2009,36,1.60571943003208,1.7522141074162,3.01499311317132,3.05296522167117
"374","HU",2009,37,1.7273511225066,1.8581745395601,3.29068356769718,3.24507769335609
"384","HU",2009,38,1.8258758115671,1.99685959374644,3.45314487644453,3.51660787721638
"394","HU",2009,39,1.99786242109484,2.09298159450458,3.62703896065326,3.68015206952983
"404","HU",2009,40,2.15251274174978,2.25289556347248,3.74666659745029,3.74946829065673
"414","HU",2009,41,2.42836014039497,2.51834906912392,4.09794375436652,3.99750724663606
"424","HU",2009,42,2.75195476918772,2.83552010446625,4.41294267447025,4.35416353735276
"434","HU",2009,43,2.99848983539339,3.09250308897809,4.70146632890683,4.64273998735735
"444","HU",2009,44,3.25104914125611,3.35624670682185,5.03453796798171,4.87507428147226
"454","HU",2009,45,3.70507640582997,3.69754031323566,5.65609704361948,5.21037012757605
"464","HU",2009,46,4.04041769832274,4.13295666697094,5.98147842084759,5.76860903783561
"474","HU",2009,47,4.42022246708188,4.44562938208074,6.35842197758524,6.03924481884265
"484","HU",2009,48,4.82402761347271,4.77645321391828,6.80962424801131,6.41644606921784
"494","HU",2009,49,5.27603874974451,5.20416191953584,7.26704392008743,6.7792579560422
"504","HU",2009,50,5.91092600290009,5.63297547573682,7.7720900960655,7.18784222417997
"514","HU",2009,51,6.56452582412866,6.17527297043551,8.43555325156223,7.65519402096954
"524","HU",2009,52,7.05893601786652,6.69644677421773,9.03481418963172,8.25749542473482
"534","HU",2009,53,7.5971336208952,7.21025490744377,9.45698179798322,8.8531940309658
"544","HU",2009,54,8.16158918234891,7.76731004922109,9.94598345591675,9.31699452230864
"554","HU",2009,55,8.78740989445749,8.28708963679089,10.5426004892069,9.77976908096687
"564","HU",2009,56,9.45876854641858,8.96423151460021,11.2217701292604,10.4517023774543
"574","HU",2009,57,9.99924787548971,9.67094129849932,11.8558968070685,11.1620949966315
"584","HU",2009,58,10.351961674729,10.2445165870955,12.2255364259454,11.7731825931317
"594","HU",2009,59,10.908364795599,10.6732512253977,12.7716657433121,12.2236459595746
"604","HU",2009,60,11.4536128113726,11.2614263252749,13.3299159757403,12.7873038988862
"614","HU",2009,61,12.1229070445334,11.8442350080325,13.9021583800373,13.4285644387004
"624","HU",2009,62,12.8197389343229,12.4253601089488,14.4658171482698,13.9518427197844
"634","HU",2009,63,13.4709966663862,13.1578497397945,15.0490335682948,14.5860795666039
"644","HU",2009,64,13.973036758848,13.8537214655896,15.5077087933255,15.1890123135598
"654","HU",2009,65,14.9232609655951,14.4092771672894,16.3680040197011,15.6906144784356
"664","HU",2009,66,15.6215898608304,15.241729469969,17.0686146409789,16.5253554001808
"674","HU",2009,67,16.3598067076226,16.2796050632672,17.7846782216976,17.5007543235828
"684","HU",2009,68,17.1264304400122,16.8731728862301,18.5071282208102,18.1387792295456
"694","HU",2009,69,17.9129619303064,17.7632615610118,19.2558723962216,18.9298785532455
"704","HU",2009,70,18.7351800988096,18.6407496779492,20.1562487361471,19.7514138799222
"714","HU",2009,71,19.5776199134562,19.6235142719074,21.0570355453078,20.7425700771212
"724","HU",2009,72,20.5004754803184,20.4402619127226,21.929004999636,21.6166384184432
"734","HU",2009,73,21.4809899020946,21.322879693083,22.8102703748779,22.5203009718213
"744","HU",2009,74,22.4546350004944,22.3064860779619,23.7118419046352,23.4393525154686
"754","HU",2009,75,23.4728522287815,23.2920917162775,24.7208839382543,24.336280741481
"764","HU",2009,76,24.3641861729092,24.4034924853061,25.5746116568675,25.4045660317897
"774","HU",2009,77,25.5487400224285,25.3866253627922,26.7177201862613,26.3794388358663
"784","HU",2009,78,26.3625797894848,26.4321822982418,27.6081366109221,27.4257323383715
"794","HU",2009,79,27.3481647135776,27.5623129152561,28.5696245763867,28.5265581089588
"804","HU",2009,80,28.4550674419062,28.4389066293403,29.5331045249042,29.4438471528658
"305","HU",2010,30,0.681628715686827,0.784747185211885,1.83157881506508,1.8832666808875
"315","HU",2010,31,0.770456414846384,0.822426229888579,2.07767384064142,2.04381790764494
"325","HU",2010,32,0.86386448107825,0.891139729138031,2.27693793638873,2.20666310003351
"335","HU",2010,33,0.961623291758747,1.03716250689838,2.50634302284407,2.47774655582154
"345","HU",2010,34,1.03254042627144,1.17129357776636,2.70692442732722,2.68865955677947
"355","HU",2010,35,1.21493330187906,1.28177307195485,2.93711506486356,2.87307329958479
"365","HU",2010,36,1.3481748506184,1.44838880555319,3.08510080312325,3.09160648522541
"375","HU",2010,37,1.52071812421037,1.61714030025637,3.43359543345863,3.3606069147507
"385","HU",2010,38,1.68225159726706,1.77363094417252,3.69914795504134,3.57315469581357
"395","HU",2010,39,1.85930272552386,1.99147857686591,3.88885249840291,3.85705271823062
"405","HU",2010,40,2.03791287054142,2.18380254598544,4.12317634316545,4.04927121766596
"415","HU",2010,41,2.22100669942133,2.37240870873729,4.46556784587149,4.25087651899417
"425","HU",2010,42,2.70864055430418,2.69453949167304,5.0140637814302,4.66885287743711
"435","HU",2010,43,2.99203112812628,3.16010904510648,5.48134582061446,5.1901631589647
"445","HU",2010,44,3.4324110641365,3.40928117400415,5.92724878499419,5.59213449283188
"455","HU",2010,45,3.75472871537261,3.77286154282636,6.31005386946751,5.92233370660812
"465","HU",2010,46,4.04864567368015,4.13839310080608,6.6376770118507,6.33118693736867
"475","HU",2010,47,4.51336560780021,4.51136027152115,6.99430511722477,6.65621813661963
"485","HU",2010,48,4.90657622274651,4.96155761848398,7.35663753198704,7.04885540343604
"495","HU",2010,49,5.41293036415973,5.30583703509952,7.93423511374659,7.41291038583711
"505","HU",2010,50,5.87612753772277,5.742481527644,8.37154535784027,7.90856516668561
"515","HU",2010,51,6.45836591356086,6.1407877899856,8.8535232449399,8.293951392714
"525","HU",2010,52,6.97997183134678,6.66191349956586,9.37518958973205,8.73550022557329
"535","HU",2010,53,7.43596610576708,7.12948697699891,9.72918307763444,9.15627153064725
"545","HU",2010,54,7.92344285043373,7.64489095621189,10.1693575618235,9.61435273650324
"555","HU",2010,55,8.62712742339487,8.11744787622289,10.7658446257308,10.0620451784666
"565","HU",2010,56,9.13135453418875,8.68276538347854,11.4639215725137,10.5668494544185
"575","HU",2010,57,9.60443756597118,9.23339623721081,12.0221462560756,11.2240310566032
"585","HU",2010,58,10.3120498943373,9.71686926953542,12.6707213993541,11.7908778742796
"595","HU",2010,59,10.9332636891944,10.5008517995369,13.2056212585108,12.5472009796024
"605","HU",2010,60,11.7954845557032,11.0521154713743,14.0149080675613,13.0191778163504
"615","HU",2010,61,12.3474369160183,11.8468559091632,14.6630118801911,13.7328384344186
"625","HU",2010,62,12.9052748667403,12.5628632277046,15.340664498868,14.4745276210601
"635","HU",2010,63,13.6643830898165,13.0425657188194,16.0231150218395,15.1278068449298
"645","HU",2010,64,14.377409677941,13.7805107316722,16.6769714854626,15.7801104742207
"655","HU",2010,65,15.0828224632803,14.5369393066792,17.3192259638893,16.5631965119066
"665","HU",2010,66,15.7974201535668,15.3799848598268,17.9775540259735,17.2761715770275
"675","HU",2010,67,16.5189911203723,16.0184719604889,18.6857222827969,17.9023978269026
"685","HU",2010,68,17.0599095093496,16.8391052057463,19.1698634567196,18.7116403462675
"695","HU",2010,69,17.9347837909632,17.5371826779755,20.0088320112307,19.370904974715
"705","HU",2010,70,18.9852710380852,18.3838142003855,20.8561394926017,20.2179320084407
"715","HU",2010,71,19.938652086194,19.3144259588315,21.8462239042952,21.0344519360147
"725","HU",2010,72,20.7968726848903,20.3341068655755,22.764798996815,21.9770608710372
"735","HU",2010,73,21.6458237808308,21.3862197002077,23.6838575053847,23.0332606559318
"745","HU",2010,74,22.4863996937076,22.3758944817998,24.6082456759039,24.0529679300968
"755","HU",2010,75,23.2895108627212,23.1520986225923,25.3938934401167,24.89690997556
"765","HU",2010,76,24.2598477287785,24.0162117451568,26.2833548010344,25.7205754742378
"775","HU",2010,77,25.4166623360646,25.0164071277467,27.4185727962936,26.7421548352972
"785","HU",2010,78,26.4271710758642,25.9607299451373,28.3741292166267,27.6343228938561
"795","HU",2010,79,27.4827100207071,27.2665237376663,29.3207545254389,28.9019366607085
"805","HU",2010,80,28.6475251636182,28.3375683806106,30.5050271643564,29.889053802459
"306","HU",2011,30,0.930217844505518,1.10020827313942,2.33297022293497,2.47498002046285
"316","HU",2011,31,1.04398063014103,1.22811428559355,2.59875882410187,2.66555813028507
"326","HU",2011,32,1.18381153870024,1.34326403044179,2.76883551678514,2.86334630440627
"336","HU",2011,33,1.38752685596221,1.50935961423779,3.01970044961777,3.08033490616616
"346","HU",2011,34,1.44263334647807,1.6324853276512,3.27183316980889,3.30120585024089
"356","HU",2011,35,1.608798009598,1.73773113802282,3.65472910040465,3.56182458468181
"366","HU",2011,36,1.7586746237026,1.88782196370459,3.95057029905051,3.84618635137469
"376","HU",2011,37,1.87417608914405,1.98625386715628,4.28908159793368,4.09262265164508
"386","HU",2011,38,2.16602073906932,2.14101934991102,4.70338243252413,4.39721485516222
"396","HU",2011,39,2.45700812325694,2.46998843748663,5.04470701192662,4.77554515216933
"406","HU",2011,40,2.73566778465388,2.7694834160598,5.38481210063189,5.11349380700375
"416","HU",2011,41,3.06577546447503,3.00495936217606,5.79543031480005,5.42975944795733
"426","HU",2011,42,3.55553983230916,3.35714327216487,6.18857721175164,5.78228669434134
"436","HU",2011,43,3.90593210986621,3.86377573900518,6.55947142202033,6.18668414689093
"446","HU",2011,44,4.30249599560307,4.2403629435444,6.9967373190475,6.5618980058494
"456","HU",2011,45,4.62252174738286,4.58623474596012,7.33442757468898,7.00488118711992
"466","HU",2011,46,5.10412397946136,4.91351356205171,7.77206777084104,7.28702447249004
"476","HU",2011,47,5.52193839615964,5.40826130752007,8.18431599732726,7.7604589509647
"486","HU",2011,48,5.94411158653808,5.81791444796526,8.61047366226096,8.11821547475236
